input,output
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09, 0.61]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09, 0.61, -1.18]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09, 0.61, -1.18, -0.96]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09, 0.61, -1.18, -0.96, 0.21]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09, 0.61, -1.18, -0.96, 0.21, -0.28]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09, 0.61, -1.18, -0.96, 0.21, -0.28, 0.16]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09, 0.61, -1.18, -0.96, 0.21, -0.28, 0.16, 1.58]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09, 0.61, -1.18, -0.96, 0.21, -0.28, 0.16, 1.58, -0.41]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09, 0.61, -1.18, -0.96, 0.21, -0.28, 0.16, 1.58, -0.41, -0.03]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09, 0.61, -1.18, -0.96, 0.21, -0.28, 0.16, 1.58, -0.41, -0.03, 0.86]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09, 0.61, -1.18, -0.96, 0.21, -0.28, 0.16, 1.58, -0.41, -0.03, 0.86, 0.55]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09, 0.61, -1.18, -0.96, 0.21, -0.28, 0.16, 1.58, -0.41, -0.03, 0.86, 0.55, -0.36]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.81, -1.08, 0.22, -0.02, -1.57, 1.52, -1.23, -0.05, 1.15, -0.29, 1.23, -0.63, -0.64, 0.27, 0.89, -0.6, -1.74, 0.23, 0.83, 0.07, 2.75, -0.04, 0.26, -1.49, 1.74, -0.94, -0.44, 0.09, 0.61, -1.18, -0.96, 0.21, -0.28, 0.16, 1.58, -0.41, -0.03, 0.86, 0.55, -0.36, 1.11]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
[-1.29],False
"[-1.29, -1.85]","[False, False]"
"[-1.29, -1.85, -0.26]","[False, False, False]"
"[-1.29, -1.85, -0.26, 0.8]","[False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29]","[False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18]","[False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56]","[False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6]","[False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67]","[False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32]","[False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93]","[False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38]","[False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17]","[False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09, -0.14]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09, -0.14, -0.19]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09, -0.14, -0.19, -0.54]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09, -0.14, -0.19, -0.54, -0.99]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09, -0.14, -0.19, -0.54, -0.99, 0.35]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09, -0.14, -0.19, -0.54, -0.99, 0.35, -1.44]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09, -0.14, -0.19, -0.54, -0.99, 0.35, -1.44, -1.17]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09, -0.14, -0.19, -0.54, -0.99, 0.35, -1.44, -1.17, -0.11]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09, -0.14, -0.19, -0.54, -0.99, 0.35, -1.44, -1.17, -0.11, 1.29]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09, -0.14, -0.19, -0.54, -0.99, 0.35, -1.44, -1.17, -0.11, 1.29, -0.66]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09, -0.14, -0.19, -0.54, -0.99, 0.35, -1.44, -1.17, -0.11, 1.29, -0.66, 0.34]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09, -0.14, -0.19, -0.54, -0.99, 0.35, -1.44, -1.17, -0.11, 1.29, -0.66, 0.34, -0.34]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.29, -1.85, -0.26, 0.8, -1.29, 1.18, 0.56, 0.6, -0.67, 0.32, -1.93, -0.38, 0.17, 0.38, 1.55, 0.05, 1.7, 0.37, -1.89, -0.28, -2.26, -2.05, 0.79, -0.21, 0.71, 0.98, 0.09, -0.14, -0.19, -0.54, -0.99, 0.35, -1.44, -1.17, -0.11, 1.29, -0.66, 0.34, -0.34, 0.27]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
